num_iq_03m|consultas,num,iq_03m
num_r_pmt_by_cur_bal_bk_au_op_acc|cuentas,num,r_pmt_by_cur_bal,bk_au_op_acc
num_r_pmt_by_cur_bal_bk_m_op_acc|cuentas,num,r_pmt_by_cur_bal,bk_m_op_acc
num_r_pmt_by_cur_bal_bk_op_acc|cuentas,num,r_pmt_by_cur_bal,bk_op_acc
num_r_pmt_by_cur_bal_bk_pl_op_acc|cuentas,num,r_pmt_by_cur_bal,bk_pl_op_acc
num_r_pmt_by_cur_bal_bk_r_op_acc|cuentas,num,r_pmt_by_cur_bal,bk_r_op_acc
num_r_pmt_by_cur_bal_m_op_acc|cuentas,num,r_pmt_by_cur_bal,m_op_acc
num_r_pmt_by_cur_bal_nbk_au_op_acc|cuentas,num,r_pmt_by_cur_bal,nbk_au_op_acc
num_r_pmt_by_cur_bal_nbk_m_op_acc|cuentas,num,r_pmt_by_cur_bal,nbk_m_op_acc
num_r_pmt_by_cur_bal_nbk_op_acc|cuentas,num,r_pmt_by_cur_bal,nbk_op_acc
num_r_pmt_by_cur_bal_nbk_pl_op_acc|cuentas,num,r_pmt_by_cur_bal,nbk_pl_op_acc
num_r_pmt_by_cur_bal_nbk_r_op_acc|cuentas,num,r_pmt_by_cur_bal,nbk_r_op_acc
num_r_pmt_by_cur_bal_op_acc|cuentas,num,r_pmt_by_cur_bal,op_acc
num_r_pmt_by_cur_bal_pl_op_acc|cuentas,num,r_pmt_by_cur_bal,pl_op_acc
num_r_pmt_by_cur_bal_r_op_acc|cuentas,num,r_pmt_by_cur_bal,r_op_acc
num_r_pmt_by_cur_bal_tu_op_acc|cuentas,num,r_pmt_by_cur_bal,tu_op_acc
num_r_pmt_by_cur_bal_tu_all_op_acc|cuentas,num,r_pmt_by_cur_bal,tu_all_op_acc
num_r_pmt_by_cur_bal_nbk_tu_op_acc|cuentas,num,r_pmt_by_cur_bal,nbk_tu_op_acc
sum_r_pmt_by_cur_bal_amx_op_acc|cuentas,sum,r_pmt_by_cur_bal,amx_op_acc
sum_r_pmt_by_cur_bal_au_op_acc|cuentas,sum,r_pmt_by_cur_bal,au_op_acc
sum_r_pmt_by_cur_bal_bk_au_op_acc|cuentas,sum,r_pmt_by_cur_bal,bk_au_op_acc
sum_r_pmt_by_cur_bal_bk_m_op_acc|cuentas,sum,r_pmt_by_cur_bal,bk_m_op_acc
sum_r_pmt_by_cur_bal_bk_op_acc|cuentas,sum,r_pmt_by_cur_bal,bk_op_acc
sum_r_pmt_by_cur_bal_bk_pl_op_acc|cuentas,sum,r_pmt_by_cur_bal,bk_pl_op_acc
sum_r_pmt_by_cur_bal_bk_r_op_acc|cuentas,sum,r_pmt_by_cur_bal,bk_r_op_acc
sum_r_pmt_by_cur_bal_m_op_acc|cuentas,sum,r_pmt_by_cur_bal,m_op_acc
sum_r_pmt_by_cur_bal_nbk_au_op_acc|cuentas,sum,r_pmt_by_cur_bal,nbk_au_op_acc
sum_r_pmt_by_cur_bal_nbk_m_op_acc|cuentas,sum,r_pmt_by_cur_bal,nbk_m_op_acc
sum_r_pmt_by_cur_bal_nbk_op_acc|cuentas,sum,r_pmt_by_cur_bal,nbk_op_acc
sum_r_pmt_by_cur_bal_nbk_pl_op_acc|cuentas,sum,r_pmt_by_cur_bal,nbk_pl_op_acc
sum_r_pmt_by_cur_bal_nbk_r_op_acc|cuentas,sum,r_pmt_by_cur_bal,nbk_r_op_acc
sum_r_pmt_by_cur_bal_op_acc|cuentas,sum,r_pmt_by_cur_bal,op_acc
sum_r_pmt_by_cur_bal_pl_op_acc|cuentas,sum,r_pmt_by_cur_bal,pl_op_acc
sum_r_pmt_by_cur_bal_r_op_acc|cuentas,sum,r_pmt_by_cur_bal,r_op_acc
sum_r_pmt_by_cur_bal_tu_op_acc|cuentas,sum,r_pmt_by_cur_bal,tu_op_acc
sum_r_pmt_by_cur_bal_tu_all_op_acc|cuentas,sum,r_pmt_by_cur_bal,tu_all_op_acc
sum_r_pmt_by_cur_bal_nbk_tu_op_acc|cuentas,sum,r_pmt_by_cur_bal,nbk_tu_op_acc
max_r_pmt_by_cur_bal_amx_op_acc|cuentas,max,r_pmt_by_cur_bal,amx_op_acc
max_r_pmt_by_cur_bal_au_op_acc|cuentas,max,r_pmt_by_cur_bal,au_op_acc
max_r_pmt_by_cur_bal_bk_au_op_acc|cuentas,max,r_pmt_by_cur_bal,bk_au_op_acc
max_r_pmt_by_cur_bal_bk_m_op_acc|cuentas,max,r_pmt_by_cur_bal,bk_m_op_acc
max_r_pmt_by_cur_bal_bk_op_acc|cuentas,max,r_pmt_by_cur_bal,bk_op_acc
max_r_pmt_by_cur_bal_bk_pl_op_acc|cuentas,max,r_pmt_by_cur_bal,bk_pl_op_acc
max_r_pmt_by_cur_bal_bk_r_op_acc|cuentas,max,r_pmt_by_cur_bal,bk_r_op_acc
max_r_pmt_by_cur_bal_m_op_acc|cuentas,max,r_pmt_by_cur_bal,m_op_acc
max_r_pmt_by_cur_bal_nbk_au_op_acc|cuentas,max,r_pmt_by_cur_bal,nbk_au_op_acc
max_r_pmt_by_cur_bal_nbk_m_op_acc|cuentas,max,r_pmt_by_cur_bal,nbk_m_op_acc
max_r_pmt_by_cur_bal_nbk_op_acc|cuentas,max,r_pmt_by_cur_bal,nbk_op_acc
max_r_pmt_by_cur_bal_nbk_pl_op_acc|cuentas,max,r_pmt_by_cur_bal,nbk_pl_op_acc
max_r_pmt_by_cur_bal_nbk_r_op_acc|cuentas,max,r_pmt_by_cur_bal,nbk_r_op_acc
max_r_pmt_by_cur_bal_op_acc|cuentas,max,r_pmt_by_cur_bal,op_acc
max_r_pmt_by_cur_bal_pl_op_acc|cuentas,max,r_pmt_by_cur_bal,pl_op_acc
max_r_pmt_by_cur_bal_r_op_acc|cuentas,max,r_pmt_by_cur_bal,r_op_acc
max_r_pmt_by_cur_bal_tu_op_acc|cuentas,max,r_pmt_by_cur_bal,tu_op_acc
max_r_pmt_by_cur_bal_tu_all_op_acc|cuentas,max,r_pmt_by_cur_bal,tu_all_op_acc
max_r_pmt_by_cur_bal_nbk_tu_op_acc|cuentas,max,r_pmt_by_cur_bal,nbk_tu_op_acc
avg_r_pmt_by_cur_bal_amx_op_acc|cuentas,avg,r_pmt_by_cur_bal,amx_op_acc
avg_r_pmt_by_cur_bal_au_op_acc|cuentas,avg,r_pmt_by_cur_bal,au_op_acc
avg_r_pmt_by_cur_bal_bk_au_op_acc|cuentas,avg,r_pmt_by_cur_bal,bk_au_op_acc
avg_r_pmt_by_cur_bal_bk_m_op_acc|cuentas,avg,r_pmt_by_cur_bal,bk_m_op_acc
avg_r_pmt_by_cur_bal_bk_op_acc|cuentas,avg,r_pmt_by_cur_bal,bk_op_acc
avg_r_pmt_by_cur_bal_bk_pl_op_acc|cuentas,avg,r_pmt_by_cur_bal,bk_pl_op_acc
avg_r_pmt_by_cur_bal_bk_r_op_acc|cuentas,avg,r_pmt_by_cur_bal,bk_r_op_acc
avg_r_pmt_by_cur_bal_m_op_acc|cuentas,avg,r_pmt_by_cur_bal,m_op_acc
avg_r_pmt_by_cur_bal_nbk_au_op_acc|cuentas,avg,r_pmt_by_cur_bal,nbk_au_op_acc
avg_r_pmt_by_cur_bal_nbk_m_op_acc|cuentas,avg,r_pmt_by_cur_bal,nbk_m_op_acc
avg_r_pmt_by_cur_bal_nbk_op_acc|cuentas,avg,r_pmt_by_cur_bal,nbk_op_acc
avg_r_pmt_by_cur_bal_nbk_pl_op_acc|cuentas,avg,r_pmt_by_cur_bal,nbk_pl_op_acc
avg_r_pmt_by_cur_bal_nbk_r_op_acc|cuentas,avg,r_pmt_by_cur_bal,nbk_r_op_acc
avg_r_pmt_by_cur_bal_op_acc|cuentas,avg,r_pmt_by_cur_bal,op_acc
avg_r_pmt_by_cur_bal_pl_op_acc|cuentas,avg,r_pmt_by_cur_bal,pl_op_acc
avg_r_pmt_by_cur_bal_r_op_acc|cuentas,avg,r_pmt_by_cur_bal,r_op_acc
avg_r_pmt_by_cur_bal_tu_op_acc|cuentas,avg,r_pmt_by_cur_bal,tu_op_acc
avg_r_pmt_by_cur_bal_tu_all_op_acc|cuentas,avg,r_pmt_by_cur_bal,tu_all_op_acc
avg_r_pmt_by_cur_bal_nbk_tu_op_acc|cuentas,avg,r_pmt_by_cur_bal,nbk_tu_op_acc
sum_rc_bk_au|cuentas,sum,rc,bk_au
sum_rc_bk_m|cuentas,sum,rc,bk_m
sum_rc_bk_pl|cuentas,sum,rc,bk_pl
sum_rc_bk_r|cuentas,sum,rc,bk_r
sum_rc_bk|cuentas,sum,rc,bk
sum_rc_nbk_au|cuentas,sum,rc,nbk_au
sum_rc_nbk_m|cuentas,sum,rc,nbk_m
sum_rc_nbk_pl|cuentas,sum,rc,nbk_pl
sum_rc_nbk_r|cuentas,sum,rc,nbk_r
sum_rc_nbk|cuentas,sum,rc,nbk
sum_rc_amx|cuentas,sum,rc,amx
sum_rc_au|cuentas,sum,rc,au
sum_rc_m|cuentas,sum,rc,m
sum_rc_pl|cuentas,sum,rc,pl
sum_rc_r|cuentas,sum,rc,r
sum_rc|cuentas,sum,rc,
sum_rc_tu|cuentas,sum,rc,tu
sum_rc_tu_all|cuentas,sum,rc,tu_all
sum_rc_nbk_tu|cuentas,sum,rc,nbk_tu
pct_sum_rc_bk_au|cuentas,pct,sum_rc,bk_au
pct_sum_rc_bk_m|cuentas,pct,sum_rc,bk_m
pct_sum_rc_bk_pl|cuentas,pct,sum_rc,bk_pl
pct_sum_rc_bk_r|cuentas,pct,sum_rc,bk_r
pct_sum_rc_bk|cuentas,pct,sum_rc,bk
pct_sum_rc_nbk_au|cuentas,pct,sum_rc,nbk_au
pct_sum_rc_nbk_m|cuentas,pct,sum_rc,nbk_m
pct_sum_rc_nbk_pl|cuentas,pct,sum_rc,nbk_pl
pct_sum_rc_nbk_r|cuentas,pct,sum_rc,nbk_r
pct_sum_rc_nbk|cuentas,pct,sum_rc,nbk
pct_sum_rc_amx|cuentas,pct,sum_rc,amx
pct_sum_rc_au|cuentas,pct,sum_rc,au
pct_sum_rc_m|cuentas,pct,sum_rc,m
pct_sum_rc_pl|cuentas,pct,sum_rc,pl
pct_sum_rc_r|cuentas,pct_sum,rc,r
pct_sum_rc|cuentas,pct,sum_rc,
pct_sum_rc_tu|cuentas,pct,sum_rc,tu
pct_sum_rc_tu_all|cuentas,pct,sum_rc,tu_all
pct_sum_rc_nbk_tu|cuentas,pct,sum_rc,nbk_tu
avg_t_mop_bk_au_cl_acc|cuentas,avg,t_mop,bk_au_cl_acc
avg_t_mop_bk_au_op_acc|cuentas,avg,t_mop,bk_au_op_acc
avg_t_mop_bk_au|cuentas,avg,t_mop,bk_au
avg_t_mop_bk_m_cl_acc|cuentas,avg,t_mop,bk_m_cl_acc
avg_t_mop_bk_m_op_acc|cuentas,avg,t_mop,bk_m_op_acc
avg_t_mop_bk_m|cuentas,avg,t_mop,bk_m
avg_t_mop_bk_pl_cl_acc|cuentas,avg,t_mop,bk_pl_cl_acc
avg_t_mop_bk_pl_op_acc|cuentas,avg,t_mop,bk_pl_op_acc
avg_t_mop_bk_pl|cuentas,avg,t_mop,bk_pl
avg_t_mop_bk_r_cl_acc|cuentas,avg,t_mop,bk_r_cl_acc
avg_t_mop_bk_r_op_acc|cuentas,avg,t_mop,bk_r_op_acc
avg_t_mop_bk_r|cuentas,avg,t_mop,bk_r
avg_t_mop_bk_cl_acc|cuentas,avg,t_mop,bk_cl_acc
avg_t_mop_bk_op_acc|cuentas,avg,t_mop,bk_op_acc
avg_t_mop_bk|cuentas,avg,t_mop,bk
avg_t_mop_nbk_au_cl_acc|cuentas,avg,t_mop,nbk_au_cl_acc
avg_t_mop_nbk_au_op_acc|cuentas,avg,t_mop,nbk_au_op_acc
avg_t_mop_nbk_au|cuentas,avg,t_mop,nbk_au
avg_t_mop_nbk_m_cl_acc|cuentas,avg,t_mop,nbk_m_cl_acc
avg_t_mop_nbk_m_op_acc|cuentas,avg,t_mop,nbk_m_op_acc
avg_t_mop_nbk_m|cuentas,avg,t_mop,nbk_m
avg_t_mop_nbk_pl_cl_acc|cuentas,avg,t_mop,nbk_pl_cl_acc
avg_t_mop_nbk_pl_op_acc|cuentas,avg,t_mop,nbk_pl_op_acc
avg_t_mop_nbk_pl|cuentas,avg,t_mop,nbk_pl
avg_t_mop_nbk_r_cl_acc|cuentas,avg,t_mop,nbk_r_cl_acc
avg_t_mop_nbk_r_op_acc|cuentas,avg,t_mop,nbk_r_op_acc
avg_t_mop_nbk_r|cuentas,avg,t_mop,nbk_r
avg_t_mop_nbk_cl_acc|cuentas,avg,t_mop,nbk_cl_acc
avg_t_mop_nbk_op_acc|cuentas,avg,t_mop,nbk_op_acc
avg_t_mop_nbk|cuentas,avg,t_mop,nbk
avg_t_mop_amx_cl_acc|cuentas,avg,t_mop,amx_cl_acc
avg_t_mop_amx_op_acc|cuentas,avg,t_mop,amx_op_acc
avg_t_mop_amx|cuentas,avg,t_mop,amx
avg_t_mop_au_cl_acc|cuentas,avg,t_mop,au_cl_acc
avg_t_mop_au_op_acc|cuentas,avg,t_mop,au_op_acc
avg_t_mop_au|cuentas,avg,t_mop,au
avg_t_mop_m_cl_acc|cuentas,avg,t_mop,m_cl_acc
avg_t_mop_m_op_acc|cuentas,avg,t_mop,m_op_acc
avg_t_mop_m|cuentas,avg,t_mop,m
avg_t_mop_pl_cl_acc|cuentas,avg,t_mop,pl_cl_acc
avg_t_mop_pl_op_acc|cuentas,avg,t_mop,pl_op_acc
avg_t_mop_pl|cuentas,avg,t_mop,pl
avg_t_mop_r_cl_acc|cuentas,avg,t_mop,r_cl_acc
avg_t_mop_r_op_acc|cuentas,avg,t_mop,r_op_acc
avg_t_mop_r|cuentas,avg,t_mop,r
avg_t_mop_cl_acc|cuentas,avg,t_mop,cl_acc
avg_t_mop_op_acc|cuentas,avg,t_mop,op_acc
num_t_mop_bk_au_cl_acc|cuentas,num,t_mop,bk_au_cl_acc
num_t_mop_bk_au_op_acc|cuentas,num,t_mop,bk_au_op_acc
num_t_mop_bk_au|cuentas,num,t_mop,bk_au
num_t_mop_bk_m_cl_acc|cuentas,num,t_mop,bk_m_cl_acc
num_t_mop_bk_m_op_acc|cuentas,num,t_mop,bk_m_op_acc
num_t_mop_bk_m|cuentas,num,t_mop,bk_m
num_t_mop_bk_pl_cl_acc|cuentas,num,t_mop,bk_pl_cl_acc
num_t_mop_bk_pl_op_acc|cuentas,num,t_mop,bk_pl_op_acc
num_t_mop_bk_pl|cuentas,num,t_mop,bk_pl
num_t_mop_bk_r_cl_acc|cuentas,num,t_mop,bk_r_cl_acc
num_t_mop_bk_r_op_acc|cuentas,num,t_mop,bk_r_op_acc
num_t_mop_bk_r|cuentas,num,t_mop,bk_r
num_t_mop_bk_cl_acc|cuentas,num,t_mop,bk_cl_acc
num_t_mop_bk_op_acc|cuentas,num,t_mop,bk_op_acc
num_t_mop_bk|cuentas,num,t_mop,bk
num_t_mop_nbk_au_cl_acc|cuentas,num,t_mop,nbk_au_cl_acc
num_t_mop_nbk_au_op_acc|cuentas,num,t_mop,nbk_au_op_acc
num_t_mop_nbk_au|cuentas,num,t_mop,nbk_au
num_t_mop_nbk_m_cl_acc|cuentas,num,t_mop,nbk_m_cl_acc
num_t_mop_nbk_m_op_acc|cuentas,num,t_mop,nbk_m_op_acc
num_t_mop_nbk_m|cuentas,num,t_mop,nbk_m
num_t_mop_nbk_pl_cl_acc|cuentas,num,t_mop,nbk_pl_cl_acc
num_t_mop_nbk_pl_op_acc|cuentas,num,t_mop,nbk_pl_op_acc
num_t_mop_nbk_pl|cuentas,num,t_mop,nbk_pl
num_t_mop_nbk_r_cl_acc|cuentas,num,t_mop,nbk_r_cl_acc
num_t_mop_nbk_r_op_acc|cuentas,num,t_mop,nbk_r_op_acc
num_t_mop_nbk_r|cuentas,num,t_mop,nbk_r
num_t_mop_nbk_cl_acc|cuentas,num,t_mop,nbk_cl_acc
num_t_mop_nbk_op_acc|cuentas,num,t_mop,nbk_op_acc
num_t_mop_nbk|cuentas,num,t_mop,nbk
num_t_mop_amx_cl_acc|cuentas,num,t_mop,amx_cl_acc
num_t_mop_amx_op_acc|cuentas,num,t_mop,amx_op_acc
num_t_mop_amx|cuentas,num,t_mop,amx
num_t_mop_au_cl_acc|cuentas,num,t_mop,au_cl_acc
num_t_mop_au_op_acc|cuentas,num,t_mop,au_op_acc
num_t_mop_au|cuentas,num,t_mop,au
num_t_mop_m_cl_acc|cuentas,num,t_mop,m_cl_acc
num_t_mop_m_op_acc|cuentas,num,t_mop,m_op_acc
num_t_mop_m|cuentas,num,t_mop,m
num_t_mop_pl_cl_acc|cuentas,num,t_mop,pl_cl_acc
num_t_mop_pl_op_acc|cuentas,num,t_mop,pl_op_acc
num_t_mop_pl|cuentas,num,t_mop,pl
num_t_mop_r_cl_acc|cuentas,num,t_mop,r_cl_acc
num_t_mop_r_op_acc|cuentas,num,t_mop,r_op_acc
num_t_mop_r|cuentas,num,t_mop,r
num_t_mop_cl_acc|cuentas,num,t_mop,cl_acc
num_t_mop_op_acc|cuentas,num,t_mop,op_acc
max_t_mop_bk_au_cl_acc|cuentas,max,t_mop,bk_au_cl_acc
max_t_mop_bk_au_op_acc|cuentas,max,t_mop,bk_au_op_acc
max_t_mop_bk_au|cuentas,max,t_mop,bk_au
max_t_mop_bk_m_cl_acc|cuentas,max,t_mop,bk_m_cl_acc
max_t_mop_bk_m_op_acc|cuentas,max,t_mop,bk_m_op_acc
max_t_mop_bk_m|cuentas,max,t_mop,bk_m
max_t_mop_bk_pl_cl_acc|cuentas,max,t_mop,bk_pl_cl_acc
max_t_mop_bk_pl_op_acc|cuentas,max,t_mop,bk_pl_op_acc
max_t_mop_bk_pl|cuentas,max,t_mop,bk_pl
max_t_mop_bk_r_cl_acc|cuentas,max,t_mop,bk_r_cl_acc
max_t_mop_bk_r_op_acc|cuentas,max,t_mop,bk_r_op_acc
max_t_mop_bk_r|cuentas,max,t_mop,bk_r
max_t_mop_bk_cl_acc|cuentas,max,t_mop,bk_cl_acc
max_t_mop_bk_op_acc|cuentas,max,t_mop,bk_op_acc
max_t_mop_bk|cuentas,max,t_mop,bk
max_t_mop_nbk_au_cl_acc|cuentas,max,t_mop,nbk_au_cl_acc
max_t_mop_nbk_au_op_acc|cuentas,max,t_mop,nbk_au_op_acc
max_t_mop_nbk_au|cuentas,max,t_mop,nbk_au
max_t_mop_nbk_m_cl_acc|cuentas,max,t_mop,nbk_m_cl_acc
max_t_mop_nbk_m_op_acc|cuentas,max,t_mop,nbk_m_op_acc
max_t_mop_nbk_m|cuentas,max,t_mop,nbk_m
max_t_mop_nbk_pl_cl_acc|cuentas,max,t_mop,nbk_pl_cl_acc
max_t_mop_nbk_pl_op_acc|cuentas,max,t_mop,nbk_pl_op_acc
max_t_mop_nbk_pl|cuentas,max,t_mop,nbk_pl
max_t_mop_nbk_r_cl_acc|cuentas,max,t_mop,nbk_r_cl_acc
max_t_mop_nbk_r_op_acc|cuentas,max,t_mop,nbk_r_op_acc
max_t_mop_nbk_r|cuentas,max,t_mop,nbk_r
max_t_mop_nbk_cl_acc|cuentas,max,t_mop,nbk_cl_acc
max_t_mop_nbk_op_acc|cuentas,max,t_mop,nbk_op_acc
max_t_mop_nbk|cuentas,max,t_mop,nbk
max_t_mop_amx_cl_acc|cuentas,max,t_mop,amx_cl_acc
max_t_mop_amx_op_acc|cuentas,max,t_mop,amx_op_acc
max_t_mop_amx|cuentas,max,t_mop,amx
max_t_mop_au_cl_acc|cuentas,max,t_mop,au_cl_acc
max_t_mop_au_op_acc|cuentas,max,t_mop,au_op_acc
max_t_mop_au|cuentas,max,t_mop,au
max_t_mop_m_cl_acc|cuentas,max,t_mop,m_cl_acc
max_t_mop_m_op_acc|cuentas,max,t_mop,m_op_acc
max_t_mop_m|cuentas,max,t_mop,m
max_t_mop_pl_cl_acc|cuentas,max,t_mop,pl_cl_acc
max_t_mop_pl_op_acc|cuentas,max,t_mop,pl_op_acc
max_t_mop_pl|cuentas,max,t_mop,pl
max_t_mop_r_cl_acc|cuentas,max,t_mop,r_cl_acc
max_t_mop_r_op_acc|cuentas,max,t_mop,r_op_acc
max_t_mop_r|cuentas,max,t_mop,r
max_t_mop_cl_acc|cuentas,max,t_mop,cl_acc
max_t_mop_op_acc|cuentas,max,t_mop,op_acc
min_t_mop_bk_au_cl_acc|cuentas,min,t_mop,bk_au_cl_acc
min_t_mop_bk_au_op_acc|cuentas,min,t_mop,bk_au_op_acc
min_t_mop_bk_au|cuentas,min,t_mop,bk_au
min_t_mop_bk_m_cl_acc|cuentas,min,t_mop,bk_m_cl_acc
min_t_mop_bk_m_op_acc|cuentas,min,t_mop,bk_m_op_acc
min_t_mop_bk_m|cuentas,min,t_mop,bk_m
min_t_mop_bk_pl_cl_acc|cuentas,min,t_mop,bk_pl_cl_acc
min_t_mop_bk_pl_op_acc|cuentas,min,t_mop,bk_pl_op_acc
min_t_mop_bk_pl|cuentas,min,t_mop,bk_pl
min_t_mop_bk_r_cl_acc|cuentas,min,t_mop,bk_r_cl_acc
min_t_mop_bk_r_op_acc|cuentas,min,t_mop,bk_r_op_acc
min_t_mop_bk_r|cuentas,min,t_mop,bk_r
min_t_mop_bk_cl_acc|cuentas,min,t_mop,bk_cl_acc
min_t_mop_bk_op_acc|cuentas,min,t_mop,bk_op_acc
min_t_mop_bk|cuentas,min,t_mop,bk
min_t_mop_nbk_au_cl_acc|cuentas,min,t_mop,nbk_au_cl_acc
min_t_mop_nbk_au_op_acc|cuentas,min,t_mop,nbk_au_op_acc
min_t_mop_nbk_au|cuentas,min,t_mop,nbk_au
min_t_mop_nbk_m_cl_acc|cuentas,min,t_mop,nbk_m_cl_acc
min_t_mop_nbk_m_op_acc|cuentas,min,t_mop,nbk_m_op_acc
min_t_mop_nbk_m|cuentas,min,t_mop,nbk_m
min_t_mop_nbk_pl_cl_acc|cuentas,min,t_mop,nbk_pl_cl_acc
min_t_mop_nbk_pl_op_acc|cuentas,min,t_mop,nbk_pl_op_acc
min_t_mop_nbk_pl|cuentas,min,t_mop,nbk_pl
min_t_mop_nbk_r_cl_acc|cuentas,min,t_mop,nbk_r_cl_acc
min_t_mop_nbk_r_op_acc|cuentas,min,t_mop,nbk_r_op_acc
min_t_mop_nbk_r|cuentas,min,t_mop,nbk_r
min_t_mop_nbk_cl_acc|cuentas,min,t_mop,nbk_cl_acc
min_t_mop_nbk_op_acc|cuentas,min,t_mop,nbk_op_acc
min_t_mop_nbk|cuentas,min,t_mop,nbk
min_t_mop_amx_cl_acc|cuentas,min,t_mop,amx_cl_acc
min_t_mop_amx_op_acc|cuentas,min,t_mop,amx_op_acc
min_t_mop_amx|cuentas,min,t_mop,amx
min_t_mop_au_cl_acc|cuentas,min,t_mop,au_cl_acc
min_t_mop_au_op_acc|cuentas,min,t_mop,au_op_acc
min_t_mop_au|cuentas,min,t_mop,au
min_t_mop_m_cl_acc|cuentas,min,t_mop,m_cl_acc
min_t_mop_m_op_acc|cuentas,min,t_mop,m_op_acc
min_t_mop_m|cuentas,min,t_mop,m
min_t_mop_pl_cl_acc|cuentas,min,t_mop,pl_cl_acc
min_t_mop_pl_op_acc|cuentas,min,t_mop,pl_op_acc
min_t_mop_pl|cuentas,min,t_mop,pl
min_t_mop_r_cl_acc|cuentas,min,t_mop,r_cl_acc
min_t_mop_r_op_acc|cuentas,min,t_mop,r_op_acc
min_t_mop_r|cuentas,min,t_mop,r
min_t_mop_cl_acc|cuentas,min,t_mop,cl_acc
min_t_mop_op_acc|cuentas,min,t_mop,op_acc
dif_t_mop_bk_au_cl_acc|cuentas,dif,t_mop,bk_au_cl_acc
dif_t_mop_bk_au_op_acc|cuentas,dif,t_mop,bk_au_op_acc
dif_t_mop_bk_au|cuentas,dif,t_mop,bk_au
dif_t_mop_bk_m_cl_acc|cuentas,dif,t_mop,bk_m_cl_acc
dif_t_mop_bk_m_op_acc|cuentas,dif,t_mop,bk_m_op_acc
dif_t_mop_bk_m|cuentas,dif,t_mop,bk_m
dif_t_mop_bk_pl_cl_acc|cuentas,dif,t_mop,bk_pl_cl_acc
dif_t_mop_bk_pl_op_acc|cuentas,dif,t_mop,bk_pl_op_acc
dif_t_mop_bk_pl|cuentas,dif,t_mop,bk_pl
dif_t_mop_bk_r_cl_acc|cuentas,dif,t_mop,bk_r_cl_acc
dif_t_mop_bk_r_op_acc|cuentas,dif,t_mop,bk_r_op_acc
dif_t_mop_bk_r|cuentas,dif,t_mop,bk_r
dif_t_mop_bk_cl_acc|cuentas,dif,t_mop,bk_cl_acc
dif_t_mop_bk_op_acc|cuentas,dif,t_mop,bk_op_acc
dif_t_mop_bk|cuentas,dif,t_mop,bk
dif_t_mop_nbk_au_cl_acc|cuentas,dif,t_mop,nbk_au_cl_acc
dif_t_mop_nbk_au_op_acc|cuentas,dif,t_mop,nbk_au_op_acc
dif_t_mop_nbk_au|cuentas,dif,t_mop,nbk_au
dif_t_mop_nbk_m_cl_acc|cuentas,dif,t_mop,nbk_m_cl_acc
dif_t_mop_nbk_m_op_acc|cuentas,dif,t_mop,nbk_m_op_acc
dif_t_mop_nbk_m|cuentas,dif,t_mop,nbk_m
dif_t_mop_nbk_pl_cl_acc|cuentas,dif,t_mop,nbk_pl_cl_acc
dif_t_mop_nbk_pl_op_acc|cuentas,dif,t_mop,nbk_pl_op_acc
dif_t_mop_nbk_pl|cuentas,dif,t_mop,nbk_pl
dif_t_mop_nbk_r_cl_acc|cuentas,dif,t_mop,nbk_r_cl_acc
dif_t_mop_nbk_r_op_acc|cuentas,dif,t_mop,nbk_r_op_acc
dif_t_mop_nbk_r|cuentas,dif,t_mop,nbk_r
dif_t_mop_nbk_cl_acc|cuentas,dif,t_mop,nbk_cl_acc
dif_t_mop_nbk_op_acc|cuentas,dif,t_mop,nbk_op_acc
dif_t_mop_nbk|cuentas,dif,t_mop,nbk
dif_t_mop_amx_cl_acc|cuentas,dif,t_mop,amx_cl_acc
dif_t_mop_amx_op_acc|cuentas,dif,t_mop,amx_op_acc
dif_t_mop_amx|cuentas,dif,t_mop,amx
dif_t_mop_au_cl_acc|cuentas,dif,t_mop,au_cl_acc
dif_t_mop_au_op_acc|cuentas,dif,t_mop,au_op_acc
dif_t_mop_au|cuentas,dif,t_mop,au
dif_t_mop_m_cl_acc|cuentas,dif,t_mop,m_cl_acc
dif_t_mop_m_op_acc|cuentas,dif,t_mop,m_op_acc
dif_t_mop_m|cuentas,dif,t_mop,m
dif_t_mop_pl_cl_acc|cuentas,dif,t_mop,pl_cl_acc
dif_t_mop_pl_op_acc|cuentas,dif,t_mop,pl_op_acc
dif_t_mop_pl|cuentas,dif,t_mop,pl
dif_t_mop_r_cl_acc|cuentas,dif,t_mop,r_cl_acc
dif_t_mop_r_op_acc|cuentas,dif,t_mop,r_op_acc
dif_t_mop_r|cuentas,dif,t_mop,r
dif_t_mop_cl_acc|cuentas,dif,t_mop,cl_acc
dif_t_mop_op_acc|cuentas,dif,t_mop,op_acc
sum_t_mop_bk_au_cl_acc|cuentas,sum,t_mop,bk_au_cl_acc
sum_t_mop_bk_au_op_acc|cuentas,sum,t_mop,bk_au_op_acc
sum_t_mop_bk_au|cuentas,sum,t_mop,bk_au
sum_t_mop_bk_m_cl_acc|cuentas,sum,t_mop,bk_m_cl_acc
sum_t_mop_bk_m_op_acc|cuentas,sum,t_mop,bk_m_op_acc
sum_t_mop_bk_m|cuentas,sum,t_mop,bk_m
sum_t_mop_bk_pl_cl_acc|cuentas,sum,t_mop,bk_pl_cl_acc
sum_t_mop_bk_pl_op_acc|cuentas,sum,t_mop,bk_pl_op_acc
sum_t_mop_bk_pl|cuentas,sum,t_mop,bk_pl
